Title,Author,Num_shelved_booktok,Goodreads URL,Image URL,avg rating,num_ratings,year_published,genre,num_pages,format,key
Before We Were Strangers,Renee Carlino,71,https://www.goodreads.com/book/show/23309634-before-we-were-strangers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438012963l/23309634._SY75_.jpg,4.08,"129,681 ",2015.0,Romance,310 pages, Paperback,beforewewerestrangersreneecarlino
How the King of Elfhame Learned to Hate Stories,Holly Black,71,https://www.goodreads.com/book/show/53439886-how-the-king-of-elfhame-learned-to-hate-stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1589827409l/53439886._SY75_.jpg,4.17,"214,957 ",2020.0,Fantasy,200 pages, ebook,howthekingofelfhamelearnedtohatestorieshollyblack
Things We Left Behind,Lucy Score,70,https://www.goodreads.com/book/show/116536542-things-we-left-behind,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1677175478l/116536542._SY75_.jpg,4.42,"311,087 ",2023.0,Romance,592 pages, Kindle Edition,thingsweleftbehindlucyscore
Marriage for One,Ella Maise,70,https://www.goodreads.com/book/show/45694898-marriage-for-one,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558997803l/45694898._SX50_.jpg,3.86,"98,607 ",2019.0,Romance,520 pages, Kindle Edition,marriageforoneellamaise
Six Crimson Cranes,Elizabeth Lim,70,https://www.goodreads.com/book/show/53457092-six-crimson-cranes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603387427l/53457092._SY75_.jpg,4.2,"85,752 ",2021.0,Fantasy,454 pages, ebook,sixcrimsoncraneselizabethlim
The Goal,Elle Kennedy,70,https://www.goodreads.com/book/show/32315591-the-goal,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475180973l/32315591._SY75_.jpg,3.9,"267,323 ",2016.0,Romance,384 pages, Paperback,thegoalellekennedy
Flames of Chaos,Amelia Hutchins,70,https://www.goodreads.com/book/show/50336781-flames-of-chaos,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578355764l/50336781._SY75_.jpg,3.76,"20,927 ",2020.0,Fantasy,563 pages, ebook,flamesofchaosameliahutchins
The Fifth Season,N.K. Jemisin,70,https://www.goodreads.com/book/show/19161852-the-fifth-season,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386803701l/19161852._SY75_.jpg,4.3,"286,284 ",2015.0,Fantasy,468 pages, Paperback,thefifthseasonnkjemisin
House of Salt and Sorrows,Erin A. Craig,70,https://www.goodreads.com/book/show/39679076-house-of-salt-and-sorrows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544071699l/39679076._SY75_.jpg,3.91,"98,209 ",2019.0,Fantasy,403 pages, Hardcover,houseofsaltandsorrowserinacraig
When the Moon Hatched,Sarah A. Parker,69,https://www.goodreads.com/book/show/202507554-when-the-moon-hatched,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703935477l/202507554._SY75_.jpg,4.11,"99,684 ",2024.0,Fantasy,718 pages, Kindle Edition,whenthemoonhatchedsarahaparker
Check & Mate,Ali Hazelwood,69,https://www.goodreads.com/book/show/60683957-check-mate,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1678378842l/60683957._SX50_.jpg,3.97,"242,378 ",2023.0,Young Adult,352 pages, Paperback,check&matealihazelwood
King of Pride,Ana Huang,69,https://www.goodreads.com/book/show/62994279-king-of-pride,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1680192054l/62994279._SY75_.jpg,3.94,"225,343 ",2023.0,Romance,358 pages, Kindle Edition,kingofprideanahuang
Wreck & Ruin,Emma Slate,69,https://www.goodreads.com/book/show/177953882-wreck-ruin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1686750137l/177953882._SY75_.jpg,3.84,"28,161 ",2019.0,Romance,466 pages, Kindle Edition,wreck&ruinemmaslate
Maybe Someday,Colleen Hoover,69,https://www.goodreads.com/book/show/62967882-maybe-someday,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1666362550l/62967882._SY75_.jpg,3.99,"585,642 ",2014.0,Romance,384 pages, Paperback,maybesomedaycolleenhoover
Pucking Around,Emily Rath,68,https://www.goodreads.com/book/show/123194693-pucking-around,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1678142180l/123194693._SY75_.jpg,3.82,"144,109 ",2023.0,Romance,756 pages, Kindle Edition,puckingaroundemilyrath
Air Awakens,Elise Kova,68,https://www.goodreads.com/book/show/23127048-air-awakens,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432967839l/23127048._SY75_.jpg,3.99,"57,512 ",2015.0,Fantasy,342 pages, Paperback,airawakenselisekova
The Perks of Being a Wallflower,Stephen Chbosky,68,https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650033115l/22628._SX50_.jpg,4.23,"1,854,170 ",1999.0,Young Adult,213 pages, Paperback,theperksofbeingawallflowerstephenchbosky
I Fell in Love With Hope,Lancali,67,https://www.goodreads.com/book/show/61713106-i-fell-in-love-with-hope,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1658767285l/61713106._SX50_.jpg,3.87,"26,153 ",2022.0,Romance,402 pages, Paperback,ifellinlovewithhopelancali
Fractured Freedom,Shain Rose,67,https://www.goodreads.com/book/show/61435016-fractured-freedom,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657721644l/61435016._SY75_.jpg,3.83,"42,426 ",2022.0,Romance,368 pages, Kindle Edition,fracturedfreedomshainrose
Electric Idol,Katee Robert,67,https://www.goodreads.com/book/show/57661359-electric-idol,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629300986l/57661359._SX50_.jpg,3.96,"105,404 ",2022.0,Romance,375 pages, Paperback,electricidolkateerobert
Daughter of Smoke & Bone,Laini Taylor,67,https://www.goodreads.com/book/show/8490112-daughter-of-smoke-bone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461353773l/8490112._SY75_.jpg,3.99,"374,894 ",2011.0,Fantasy,418 pages, Hardcover,daughterofsmoke&bonelainitaylor
My Killer Vacation,Tessa Bailey,66,https://www.goodreads.com/book/show/60191114-my-killer-vacation,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1651255986l/60191114._SX50_.jpg,3.61,"127,850 ",2022.0,Romance,295 pages, ebook,mykillervacationtessabailey
Layla,Colleen Hoover,66,https://www.goodreads.com/book/show/52089753-layla,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593095775l/52089753._SY75_.jpg,3.64,"510,224 ",2020.0,Romance,305 pages, Kindle Edition,laylacolleenhoover
Today Tonight Tomorrow,Rachel Lynn Solomon,66,https://www.goodreads.com/book/show/52766407-today-tonight-tomorrow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582468069l/52766407._SY75_.jpg,4.06,"87,819 ",2020.0,Romance,364 pages, Hardcover,todaytonighttomorrowrachellynnsolomon
The Upside of Falling,Alex Light,66,https://www.goodreads.com/book/show/45891343-the-upside-of-falling,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1561400542l/45891343._SY75_.jpg,3.61,"113,134 ",2020.0,Young Adult,288 pages, Hardcover,theupsideoffallingalexlight
The Perfect Marriage,Jeneva Rose,66,https://www.goodreads.com/book/show/53450790-the-perfect-marriage,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593388297l/53450790._SY75_.jpg,3.97,"796,986 ",2020.0,Thriller,337 pages, Paperback,theperfectmarriagejenevarose
Pestilence,Laura Thalassa,66,https://www.goodreads.com/book/show/123272656-pestilence,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1679225472l/123272656._SY75_.jpg,3.89,"102,514 ",2018.0,Fantasy,416 pages, Paperback,pestilencelaurathalassa
Trial of the Sun Queen,Nisha J. Tuli,65,https://www.goodreads.com/book/show/191755077-trial-of-the-sun-queen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1690915228l/191755077._SY75_.jpg,3.88,"47,365 ",2023.0,Fantasy,400 pages, Paperback,trialofthesunqueennishajtuli
Yours Truly,Abby Jimenez,65,https://www.goodreads.com/book/show/61918816-yours-truly,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660857282l/61918816._SY75_.jpg,4.32,"479,830 ",2023.0,Romance,416 pages, Paperback,yourstrulyabbyjimenez
A Kingdom of Stars and Shadows,Holly Renee,65,https://www.goodreads.com/book/show/61189711-a-kingdom-of-stars-and-shadows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1653879772l/61189711._SY75_.jpg,3.77,"45,557 ",2022.0,Fantasy,259 pages, Kindle Edition,akingdomofstarsandshadowshollyrenee
Heartstopper Volume Four,Alice Oseman,65,https://www.goodreads.com/book/show/56060300-heartstopper,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1640745736l/56060300._SX50_.jpg,4.6,"402,191 ",2021.0,Graphic Novels,384 pages, Hardcover,heartstoppervolumefouraliceoseman
The Vanishing Half,Brit Bennett,65,https://www.goodreads.com/book/show/51791252-the-vanishing-half,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577090827l/51791252._SX50_SY75_.jpg,4.14,"784,957 ",2020.0,Fiction,343 pages, Hardcover,thevanishinghalfbritbennett
Hopeless,Colleen Hoover,65,https://www.goodreads.com/book/show/62967897-hopeless,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1666362713l/62967897._SY75_.jpg,4.24,"611,893 ",2012.0,Romance,408 pages, Paperback,hopelesscolleenhoover
Bone Crier's Moon,Kathryn Purdie,64,https://www.goodreads.com/book/show/46249012-bone-crier-s-moon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560367799l/46249012._SY75_.jpg,3.65,"26,772 ",2020.0,Fantasy,480 pages, Hardcover,bonecrier'smoonkathrynpurdie
Kulti,Mariana Zapata,64,https://www.goodreads.com/book/show/24044596-kulti,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419402858l/24044596._SX50_.jpg,4.25,"141,445 ",2015.0,Romance,570 pages, Nook,kultimarianazapata
Heartstopper Volume Three,Alice Oseman,64,https://www.goodreads.com/book/show/43449920-heartstopper,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572608363l/43449920._SY75_.jpg,4.56,"456,250 ",2020.0,Graphic Novels,384 pages, Paperback,heartstoppervolumethreealiceoseman
Glass Sword,Victoria Aveyard,64,https://www.goodreads.com/book/show/23174274-glass-sword,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436460934l/23174274._SX50_.jpg,3.79,"379,483 ",2016.0,Young Adult,444 pages, Hardcover,glassswordvictoriaaveyard
"Girl, Serpent, Thorn",Melissa Bashardoust,64,https://www.goodreads.com/book/show/51182650-girl-serpent-thorn,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1596558892l/51182650._SY75_.jpg,3.65,"39,259 ",2020.0,Fantasy,322 pages, Hardcover,"girl,serpent,thornmelissabashardoust"
Bully,Penelope Douglas,64,https://www.goodreads.com/book/show/20803953-bully,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392309572l/20803953._SY75_.jpg,3.86,"208,538 ",2013.0,Romance,333 pages, ebook,bullypenelopedouglas
Spy Dust Mafia Romance & Spy Thriller,Laureline Ducros,63,https://www.goodreads.com/book/show/61153810-spy-dust,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701605641l/61153810._SY75_.jpg,4.53,192 ,2020.0,Thriller,Hardcover,,spydustmafiaromance&spythrillerlaurelineducros
Gideon the Ninth,Tamsyn Muir,63,https://www.goodreads.com/book/show/42036538-gideon-the-ninth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546870952l/42036538._SY75_.jpg,4.21,"148,827 ",2019.0,Fantasy,448 pages, Hardcover,gideontheninthtamsynmuir
The Elite,Kiera Cass,63,https://www.goodreads.com/book/show/16248068-the-elite,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391454595l/16248068._SY75_.jpg,3.94,"803,346 ",2013.0,Romance,336 pages, Hardcover,theelitekieracass
Court of the Vampire Queen,Katee Robert,62,https://www.goodreads.com/book/show/60338559-court-of-the-vampire-queen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644431148l/60338559._SX50_.jpg,3.38,"59,104 ",2022.0,Fantasy,496 pages, Paperback,courtofthevampirequeenkateerobert
Cleopatra and Frankenstein,Coco Mellors,62,https://www.goodreads.com/book/show/57693262-cleopatra-and-frankenstein,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621624081l/57693262._SY75_.jpg,3.73,"147,498 ",2022.0,Fiction,384 pages, Hardcover,cleopatraandfrankensteincocomellors
All He'll Ever Be,W.  Winters,62,https://www.goodreads.com/book/show/52050087-all-he-ll-ever-be,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1569251326l/52050087._SX50_SY75_.jpg,3.62,"12,520 ",2019.0,Dark,740 pages, Kindle Edition,allhe'lleverbewwinters
The Ex Talk,Rachel Lynn Solomon,62,https://www.goodreads.com/book/show/53415121-the-ex-talk,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1589505942l/53415121._SY75_.jpg,3.68,"92,946 ",2021.0,Romance,345 pages, Kindle Edition,theextalkrachellynnsolomon
The Grace Year,Kim Liggett,62,https://www.goodreads.com/book/show/43263520-the-grace-year,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548518877l/43263520._SY75_.jpg,4.15,"168,257 ",2019.0,Young Adult,416 pages, Hardcover,thegraceyearkimliggett
The Soulmate Equation,Christina Lauren,61,https://www.goodreads.com/book/show/58438593-the-soulmate-equation,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1635692444l/58438593._SY75_.jpg,4.0,"254,616 ",2021.0,Romance,360 pages, Paperback,thesoulmateequationchristinalauren
The Mindf*ck Series,S.T. Abby,61,https://www.goodreads.com/book/show/44799982-the-mindf-ck-series,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554575415l/44799982._SY75_.jpg,4.63,"61,029 ",2016.0,Romance,638 pages, Paperback,themindf*ckseriesstabby
Good Girl Complex,Elle Kennedy,61,https://www.goodreads.com/book/show/57693481-good-girl-complex,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1635841180l/57693481._SY75_.jpg,3.58,"125,540 ",2022.0,Romance,368 pages, Paperback,goodgirlcomplexellekennedy
Ruthless Creatures,J.T. Geissinger,61,https://www.goodreads.com/book/show/60658710-ruthless-creatures,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1647836698l/60658710._SY75_.jpg,4.09,"64,464 ",2021.0,Romance,376 pages, Paperback,ruthlesscreaturesjtgeissinger
Dark Matter,Blake Crouch,61,https://www.goodreads.com/book/show/27833670-dark-matter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472119680l/27833670._SY75_.jpg,4.14,"570,015 ",2016.0,Science Fiction,342 pages, Hardcover,darkmatterblakecrouch
Pretty Girls,Karin Slaughter,61,https://www.goodreads.com/book/show/25574782-pretty-girls,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432205734l/25574782._SY75_.jpg,4.04,"493,572 ",2015.0,Thriller,432 pages, Paperback,prettygirlskarinslaughter
Fracture Me,Tahereh Mafi,61,https://www.goodreads.com/book/show/17331518-fracture-me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383413233l/17331518._SX50_.jpg,3.35,"178,929 ",2013.0,Fantasy,72 pages, Kindle Edition,fracturemetaherehmafi
Realm Breaker,Victoria Aveyard,61,https://www.goodreads.com/book/show/54513688-realm-breaker,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1606844931l/54513688._SY75_.jpg,3.59,"36,182 ",2021.0,Fantasy,576 pages, Kindle Edition,realmbreakervictoriaaveyard
Kill Switch,Penelope Douglas,61,https://www.goodreads.com/book/show/58080310-kill-switch,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621282766l/58080310._SY75_.jpg,4.32,"124,577 ",2019.0,Romance,668 pages, Kindle Edition,killswitchpenelopedouglas
The Bear and the Nightingale,Katherine Arden,61,https://www.goodreads.com/book/show/25489134-the-bear-and-the-nightingale,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1611440212l/25489134._SX50_.jpg,4.1,"207,877 ",2017.0,Fantasy,319 pages, Hardcover,thebearandthenightingalekatherinearden
The Kiss Thief,L.J. Shen,61,https://www.goodreads.com/book/show/41450662-the-kiss-thief,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544101164l/41450662._SY75_.jpg,3.85,"109,186 ",2019.0,Romance,320 pages, Paperback,thekissthiefljshen
A Promise of Fire,Amanda Bouchet,61,https://www.goodreads.com/book/show/59645282-a-promise-of-fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1637182295l/59645282._SX50_.jpg,3.98,"50,812 ",2016.0,Fantasy,445 pages, Paperback,apromiseoffireamandabouchet
The One,Kiera Cass,61,https://www.goodreads.com/book/show/18635016-the-one,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699307836l/18635016._SY75_.jpg,4.15,"715,721 ",2014.0,Romance,323 pages, Hardcover,theonekieracass
The Very Secret Society of Irregular Witches,Sangu Mandanna,60,https://www.goodreads.com/book/show/60018635-the-very-secret-society-of-irregular-witches,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1643062993l/60018635._SX50_.jpg,4.11,"200,630 ",2022.0,Fantasy,318 pages, Paperback,theverysecretsocietyofirregularwitchessangumandanna
The Shadow of the Gods,John Gwynne,60,https://www.goodreads.com/book/show/52694527-the-shadow-of-the-gods,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1610375894l/52694527._SY75_.jpg,4.23,"51,287 ",2021.0,Fantasy,480 pages, Hardcover,theshadowofthegodsjohngwynne
Chasing Love,Kat T. Masen,60,https://www.goodreads.com/book/show/54256265-chasing-love,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593037193l/54256265._SY75_.jpg,3.63,"39,200 ",2020.0,Romance,464 pages, Kindle Edition,chasinglovekattmasen
The War of Two Queens,Jennifer L. Armentrout,60,https://www.goodreads.com/book/show/57815107-the-war-of-two-queens,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1635174962l/57815107._SY75_.jpg,4.08,"227,380 ",2022.0,Romance,628 pages, ebook,thewaroftwoqueensjenniferlarmentrout
A Fate of Wrath & Flame,K.A. Tucker,60,https://www.goodreads.com/book/show/57198961-a-fate-of-wrath-flame,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615561273l/57198961._SY75_.jpg,4.11,"29,351 ",2021.0,Fantasy,547 pages, Kindle Edition,afateofwrath&flamekatucker
The Push,Ashley Audrain,60,https://www.goodreads.com/book/show/52476830-the-push,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1609854219l/52476830._SY75_.jpg,4.05,"369,903 ",2021.0,Thriller,307 pages, Hardcover,thepushashleyaudrain
