Title,Author,Num_shelved_booktok,Goodreads URL,Image URL,avg rating,num_ratings,year_published,genre,num_pages,format,key
Starling House,Alix E. Harrow,21,https://www.goodreads.com/book/show/65213595-starling-house,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1718664072l/65213595._SY75_.jpg,3.83,"99,097 ",2023.0,Fantasy,308 pages, Hardcover,starlinghousealixeharrow
"You, with a View",Jessica  Joyce,21,https://www.goodreads.com/book/show/59737396-you-with-a-view,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1665759407l/59737396._SY75_.jpg,4.11,"49,397 ",2023.0,Romance,352 pages, Paperback,"you,withaviewjessicajoyce"
The Taste of Revenge,Veronica Lancet,21,https://www.goodreads.com/book/show/56949203-the-taste-of-revenge,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1683568312l/56949203._SY75_.jpg,3.51,"9,333 ",2023.0,Romance,322 pages, Kindle Edition,thetasteofrevengeveronicalancet
Weak Side,S.J. Sylvis,21,https://www.goodreads.com/book/show/123208214-weak-side,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1680268990l/123208214._SY75_.jpg,3.97,"30,949 ",2023.0,Sports Romance,364 pages, Kindle Edition,weaksidesjsylvis
Iced Out,Veronica Eden,21,https://www.goodreads.com/book/show/62881797-iced-out,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1674696677l/62881797._SY75_.jpg,3.9,"21,050 ",2023.0,Sports Romance,,,icedoutveronicaeden
Restore Me,J.L. Seegars,21,https://www.goodreads.com/book/show/59970541-restore-me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1640805861l/59970541._SY75_.jpg,4.14,"12,542 ",2022.0,Romance,490 pages, Kindle Edition,restoremejlseegars
Eternal Reign,Caroline Peckham,21,https://www.goodreads.com/book/show/196791249-eternal-reign,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1692034253l/196791249._SY75_.jpg,4.11,"8,622 ",2019.0,Fantasy,400 pages, Kindle Edition,eternalreigncarolinepeckham
That One Night,Emily Rath,21,https://www.goodreads.com/book/show/123194683-that-one-night,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1678142038l/123194683._SY75_.jpg,4.1,"76,899 ",,Romance,124 pages, Kindle Edition,thatonenightemilyrath
God of Fury,Rina Kent,21,https://www.goodreads.com/book/show/201871211-god-of-fury,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701553841l/201871211._SY75_.jpg,4.49,"67,957 ",2023.0,M M Romance,510 pages, Paperback,godoffuryrinakent
Wicked Heir,Mila Kane,21,https://www.goodreads.com/book/show/69708090-wicked-heir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1671336655l/69708090._SX50_.jpg,3.78,"10,374 ",2023.0,Romance,335 pages, Kindle Edition,wickedheirmilakane
Intercepts,T.J. Payne,21,https://www.goodreads.com/book/show/45868683-intercepts,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558137793l/45868683._SY75_.jpg,4.13,"21,496 ",2019.0,Horror,327 pages, Kindle Edition,interceptstjpayne
The Spear Cuts Through Water,Simon Jimenez,21,https://www.goodreads.com/book/show/55868456-the-spear-cuts-through-water,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1622813641l/55868456._SY75_.jpg,4.19,"11,036 ",2022.0,Fantasy,525 pages, Hardcover,thespearcutsthroughwatersimonjimenez
Kiss Her Once for Me,Alison Cochrun,21,https://www.goodreads.com/book/show/60321485-kiss-her-once-for-me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1664988561l/60321485._SY75_.jpg,3.85,"48,710 ",2022.0,Romance,368 pages, Paperback,kissheronceformealisoncochrun
Lovely Bad Things,Trisha Wolfe,21,https://www.goodreads.com/book/show/60093519-lovely-bad-things,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1648474031l/60093519._SY75_.jpg,3.73,"17,016 ",2022.0,Dark,334 pages, Kindle Edition,lovelybadthingstrishawolfe
Gold,Raven Kennedy,21,https://www.goodreads.com/book/show/61314205-gold,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1679863754l/61314205._SY75_.jpg,4.1,"39,864 ",2023.0,Fantasy,646 pages, Kindle Edition,goldravenkennedy
Until You,Catharina Maura,21,https://www.goodreads.com/book/show/60872655-until-you,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650812833l/60872655._SY75_.jpg,3.91,"28,383 ",2021.0,Romance,328 pages, Kindle Edition,untilyoucatharinamaura
Outcast,Lexi Ray,21,https://www.goodreads.com/book/show/61367088-outcast,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1656461196l/61367088._SY75_.jpg,3.52,"3,328 ",2022.0,Romance,350 pages, Kindle Edition,outcastlexiray
Mated to the Monster,Sarah Spade,21,https://www.goodreads.com/book/show/60510802-mated-to-the-monster,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646018045l/60510802._SX50_.jpg,3.35,"12,453 ",,Fantasy,280 pages, Kindle Edition,matedtothemonstersarahspade
King of Flesh and Bone,Liv Zander,21,https://www.goodreads.com/book/show/58263040-king-of-flesh-and-bone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1622864888l/58263040._SX50_.jpg,3.66,"11,567 ",2022.0,Fantasy,250 pages, Kindle Edition,kingoffleshandbonelivzander
The Warrior Midwife,E.P. Bali,21,https://www.goodreads.com/book/show/60636816-the-warrior-midwife,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1647533148l/60636816._SY75_.jpg,4.02,"5,359 ",2022.0,Fantasy,335 pages, Kindle Edition,thewarriormidwifeepbali
Ryan Redemption,Sadie Kincaid,21,https://www.goodreads.com/book/show/76750092-ryan-redemption,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673572479l/76750092._SY75_.jpg,4.06,"24,728 ",,Reverse Harem,240 pages, Kindle Edition,ryanredemptionsadiekincaid
The Wish,Nicholas Sparks,21,https://www.goodreads.com/book/show/56625098-the-wish,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1614769180l/56625098._SY75_.jpg,4.33,"149,823 ",2021.0,Romance,387 pages, Hardcover,thewishnicholassparks
The Bone Orchard,Sara A. Mueller,21,https://www.goodreads.com/book/show/57693396-the-bone-orchard,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627477316l/57693396._SY75_.jpg,3.53,"6,183 ",2022.0,Fantasy,432 pages, Hardcover,theboneorchardsaraamueller
The School for Good Mothers,Jessamine Chan,21,https://www.goodreads.com/book/show/57846320-the-school-for-good-mothers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639314979l/57846320._SY75_.jpg,3.54,"113,171 ",2022.0,Fiction,336 pages, Hardcover,theschoolforgoodmothersjessaminechan
Gilded Princess,Penelope Black,21,https://www.goodreads.com/book/show/57589985-gilded-princess,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1624924244l/57589985._SY75_.jpg,3.83,"6,706 ",,Reverse Harem,298 pages, Kindle Edition,gildedprincesspenelopeblack
One Moment Please,Amy Daws,21,https://www.goodreads.com/book/show/43582648-one-moment-please,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585233118l/43582648._SX50_.jpg,4.04,"42,660 ",2020.0,Romance,307 pages, Kindle Edition,onemomentpleaseamydaws
Captive of Wolves,Eva Chase,21,https://www.goodreads.com/book/show/55700715-captive-of-wolves,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602944104l/55700715._SX50_.jpg,3.59,"7,392 ",2020.0,Fantasy,362 pages, Kindle Edition,captiveofwolvesevachase
Dark Rise,C.S. Pacat,21,https://www.goodreads.com/book/show/55424891-dark-rise,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615586695l/55424891._SY75_.jpg,4.16,"29,402 ",2021.0,Fantasy,464 pages, ebook,darkrisecspacat
Captured,Rosa Lee,21,https://www.goodreads.com/book/show/57907765-captured,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1624185697l/57907765._SY75_.jpg,3.93,"12,345 ",2021.0,Reverse Harem,475 pages, Kindle Edition,capturedrosalee
The Psycho,Nikki J. Summers,21,https://www.goodreads.com/book/show/58800831-the-psycho,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632435764l/58800831._SY75_.jpg,3.73,"8,107 ",2021.0,Dark,384 pages, Kindle Edition,thepsychonikkijsummers
milk and honey,Rupi Kaur,21,https://www.goodreads.com/book/show/23513349-milk-and-honey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491595510l/23513349._SY75_.jpg,3.97,"746,713 ",2014.0,Feminism,204 pages, Paperback,milkandhoneyrupikaur
Thrive,Krista Ritchie,21,https://www.goodreads.com/book/show/55475489-thrive,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601268554l/55475489._SY75_.jpg,4.02,"46,560 ",2014.0,Romance,465 pages, Kindle Edition,thrivekristaritchie
Chained Hands,T.L.  Smith,21,https://www.goodreads.com/book/show/59029074-chained-hands,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632101945l/59029074._SY75_.jpg,3.83,"7,077 ",2021.0,Romance,234 pages, Kindle Edition,chainedhandstlsmith
Dirty Curve,Meagan Brandy,21,https://www.goodreads.com/book/show/42867647-dirty-curve,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629174113l/42867647._SY75_.jpg,4.02,"26,683 ",,Sports Romance,323 pages, Kindle Edition,dirtycurvemeaganbrandy
The Marionettes,Katie  Wismer,21,https://www.goodreads.com/book/show/57235694-the-marionettes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625148276l/57235694._SY75_.jpg,3.91,"4,174 ",2021.0,Fantasy,294 pages, Kindle Edition,themarionetteskatiewismer
We Have Always Lived in the Castle,Shirley Jackson,21,https://www.goodreads.com/book/show/89724.We_Have_Always_Lived_in_the_Castle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704229774l/89724._SX50_.jpg,3.93,"243,630 ",1962.0,Horror,146 pages, Paperback,wehavealwayslivedinthecastleshirleyjackson
Bought,Lauren Landish,21,https://www.goodreads.com/book/show/33293523-bought,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481229867l/33293523._SY75_.jpg,3.61,"18,604 ",2016.0,Romance,296 pages, Kindle Edition,boughtlaurenlandish
Fire Night,Penelope Douglas,21,https://www.goodreads.com/book/show/58080366-fire-night,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621283161l/58080366._SY75_.jpg,4.06,"50,153 ",2020.0,Romance,118 pages, Kindle Edition,firenightpenelopedouglas
Long Way Down,Krista Ritchie,21,https://www.goodreads.com/book/show/60690822-long-way-down,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1648245991l/60690822._SY75_.jpg,4.45,"32,861 ",2015.0,Romance,641 pages, Kindle Edition,longwaydownkristaritchie
Tryst Six Venom,Penelope Douglas,21,https://www.goodreads.com/book/show/54661258-tryst-six-venom,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620195849l/54661258._SY75_.jpg,3.88,"32,349 ",2021.0,Romance,589 pages, Kindle Edition,trystsixvenompenelopedouglas
Ghosts,Dolly Alderton,21,https://www.goodreads.com/book/show/50042494-ghosts,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588789186l/50042494._SY75_.jpg,3.88,"120,810 ",2020.0,Fiction,352 pages, Hardcover,ghostsdollyalderton
Wait With Me,Amy Daws,21,https://www.goodreads.com/book/show/39337760-wait-with-me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1521636264l/39337760._SY75_.jpg,4.07,"28,822 ",2018.0,Romance,304 pages, Kindle Edition,waitwithmeamydaws
Lost in the Never Woods,Aiden Thomas,21,https://www.goodreads.com/book/show/39897752-lost-in-the-never-woods,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1592493557l/39897752._SY75_.jpg,3.71,"16,939 ",2021.0,Fantasy,384 pages, Hardcover,lostintheneverwoodsaidenthomas
Rush,Maya Banks,21,https://www.goodreads.com/book/show/16033902-rush,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359943771l/16033902._SX50_.jpg,3.89,"86,561 ",2013.0,Romance,396 pages, Paperback,rushmayabanks
The Henna Wars,Adiba Jaigirdar,21,https://www.goodreads.com/book/show/44286258-the-henna-wars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573648325l/44286258._SY75_.jpg,3.94,"29,186 ",2020.0,Romance,400 pages, Hardcover,thehennawarsadibajaigirdar
No Longer Human,Osamu Dazai,21,https://www.goodreads.com/book/show/194746.No_Longer_Human,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422638843l/194746._SY75_.jpg,3.98,"182,883 ",1948.0,Fiction,176 pages, Paperback,nolongerhumanosamudazai
Eileen,Ottessa Moshfegh,21,https://www.goodreads.com/book/show/23453099-eileen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479545528l/23453099._SX50_.jpg,3.57,"107,659 ",2015.0,Fiction,260 pages, Hardcover,eileenottessamoshfegh
A Conjuring of Light,Victoria Schwab,21,https://www.goodreads.com/book/show/29939230-a-conjuring-of-light,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464017758l/29939230._SY75_.jpg,4.31,"171,118 ",2017.0,Fantasy,624 pages, Hardcover,aconjuringoflightvictoriaschwab
101 Essays That Will Change The Way You Think,Brianna Wiest,21,https://www.goodreads.com/book/show/32998876-101-essays-that-will-change-the-way-you-think,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479346785l/32998876._SY75_.jpg,3.75,"53,285 ",2016.0,Self Help,450 pages, Kindle Edition,101essaysthatwillchangethewayyouthinkbriannawiest
Dead Man Walking,Giana Darling,21,https://www.goodreads.com/book/show/54684470-dead-man-walking,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1604690771l/54684470._SY75_.jpg,4.22,"14,273 ",2020.0,Romance,542 pages, Kindle Edition,deadmanwalkinggianadarling
The Maze Runner,James Dashner,21,https://www.goodreads.com/book/show/6186357-the-maze-runner,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375596592l/6186357._SY75_.jpg,4.05,"1,570,599 ",2009.0,Young Adult,384 pages, Hardcover,themazerunnerjamesdashner
Station Eleven,Emily St. John Mandel,21,https://www.goodreads.com/book/show/20170404-station-eleven,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1680459872l/20170404._SX50_.jpg,4.07,"544,996 ",2014.0,Fiction,333 pages, Hardcover,stationelevenemilystjohnmandel
The Girl on the Train,Paula Hawkins,21,https://www.goodreads.com/book/show/22557272-the-girl-on-the-train,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574805682l/22557272._SX50_.jpg,3.96,"3,039,127 ",2015.0,Fiction,336 pages, Hardcover,thegirlonthetrainpaulahawkins
The Nature of Witches,Rachel  Griffin,21,https://www.goodreads.com/book/show/54717138-the-nature-of-witches,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1609270742l/54717138._SX50_.jpg,3.82,"22,138 ",2021.0,Fantasy,367 pages, Hardcover,thenatureofwitchesrachelgriffin
Starry Eyes,Jenn Bennett,21,https://www.goodreads.com/book/show/35297469-starry-eyes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497542946l/35297469._SY75_.jpg,3.97,"31,893 ",2018.0,Romance,421 pages, Hardcover,starryeyesjennbennett
An Absolutely Remarkable Thing,Hank Green,21,https://www.goodreads.com/book/show/24233708-an-absolutely-remarkable-thing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520026196l/24233708._SY75_.jpg,4.04,"120,915 ",2018.0,Science Fiction,343 pages, Kindle Edition,anabsolutelyremarkablethinghankgreen
Harry Potter and the Sorcerer’s Stone,J.K. Rowling,21,https://www.goodreads.com/book/show/42844155-harry-potter-and-the-sorcerer-s-stone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1598823299l/42844155._SX50_.jpg,4.47,"10,413,332 ",1997.0,Fantasy,333 pages, Kindle Edition,harrypotterandthesorcerer’sstonejkrowling
Prodigy,Marie Lu,21,https://www.goodreads.com/book/show/16287469-prodigy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365405181l/16287469._SY75_.jpg,4.23,"268,867 ",2013.0,Dystopia,522 pages, Library Binding,prodigymarielu
The Rose & the Dagger,Renée Ahdieh,21,https://www.goodreads.com/book/show/23308084-the-rose-the-dagger,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443797156l/23308084._SY75_.jpg,4.04,"96,069 ",2016.0,Fantasy,416 pages, Hardcover,therose&thedaggerrenéeahdieh
Clockwork Prince,Cassandra Clare,21,https://www.goodreads.com/book/show/10025305-clockwork-prince,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477747l/10025305._SY75_.jpg,4.42,"562,871 ",2011.0,Fantasy,498 pages, Hardcover,clockworkprincecassandraclare
Crush,Tracy Wolff,21,https://www.goodreads.com/book/show/52778479-crush,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1595817907l/52778479._SX50_.jpg,4.25,"125,799 ",2020.0,Fantasy,704 pages, Hardcover,crushtracywolff
A Dark and Hollow Star,Ashley Shuttleworth,21,https://www.goodreads.com/book/show/53341666-a-dark-and-hollow-star,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1612105440l/53341666._SY75_.jpg,3.79,"7,521 ",2021.0,Fantasy,512 pages, Hardcover,adarkandhollowstarashleyshuttleworth
Frostblood,Elly Blake,21,https://www.goodreads.com/book/show/27827203-frostblood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471381624l/27827203._SY75_.jpg,3.83,"36,316 ",2017.0,Fantasy,376 pages, Hardcover,frostbloodellyblake
The Year of the Witching,Alexis Henderson,21,https://www.goodreads.com/book/show/49789629-the-year-of-the-witching,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576699031l/49789629._SY75_.jpg,3.81,"39,740 ",2020.0,Fantasy,368 pages, Hardcover,theyearofthewitchingalexishenderson
Betting on You,Lynn Painter,20,https://www.goodreads.com/book/show/60197314-betting-on-you,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1675615468l/60197314._SY75_.jpg,4.1,"75,760 ",2023.0,Romance,432 pages, Hardcover,bettingonyoulynnpainter
House of Bane and Blood,Alexis L. Menard,20,https://www.goodreads.com/book/show/195138739-house-of-bane-and-blood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1690909682l/195138739._SY75_.jpg,4.08,"9,071 ",2023.0,Fantasy,432 pages, Kindle Edition,houseofbaneandbloodalexislmenard
What the River Knows,Isabel Ibañez,20,https://www.goodreads.com/book/show/65213381-what-the-river-knows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1674234543l/65213381._SY75_.jpg,3.89,"49,061 ",2023.0,Historical Fiction,416 pages, Hardcover,whattheriverknowsisabelibañez
Murder in the Family,Cara Hunter,20,https://www.goodreads.com/book/show/63241097-murder-in-the-family,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1667925697l/63241097._SY75_.jpg,3.75,"39,357 ",2023.0,Mystery,466 pages, Paperback,murderinthefamilycarahunter
The Devil's Bargain,Carin Hart,20,https://www.goodreads.com/book/show/123771910-the-devil-s-bargain,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1679687190l/123771910._SY75_.jpg,3.15,"10,557 ",,Romance,324 pages, Kindle Edition,thedevil'sbargaincarinhart
Scandalous Games,Simran .,20,https://www.goodreads.com/book/show/87912407-scandalous-games,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1687205608l/87912407._SY75_.jpg,3.82,"8,883 ",,Romance,571 pages, Kindle Edition,scandalousgamessimran
The Fake Mate,Lana Ferguson,20,https://www.goodreads.com/book/show/123199658-the-fake-mate,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1685353278l/123199658._SY75_.jpg,3.66,"61,634 ",2023.0,Romance,372 pages, Paperback,thefakematelanaferguson
The Unwanted Marriage,Catharina Maura,20,https://www.goodreads.com/book/show/104659050-the-unwanted-marriage,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684505922l/104659050._SY75_.jpg,4.05,"45,155 ",2023.0,Romance,374 pages, Kindle Edition,theunwantedmarriagecatharinamaura
A Soul of Ash and Blood,Jennifer L. Armentrout,20,https://www.goodreads.com/book/show/63847274-a-soul-of-ash-and-blood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1677612497l/63847274._SY75_.jpg,3.91,"102,440 ",2023.0,Romance,703 pages, Kindle Edition,asoulofashandbloodjenniferlarmentrout
Tethered,Elayna R. Gallea,20,https://www.goodreads.com/book/show/198910136-tethered,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1694379570l/198910136._SY75_.jpg,3.66,"10,551 ",,Fantasy,416 pages, Kindle Edition,tetheredelaynargallea
Ink Blood Sister Scribe,Emma Törzs,20,https://www.goodreads.com/book/show/62854842-ink-blood-sister-scribe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1685457125l/62854842._SY75_.jpg,4.03,"46,200 ",2023.0,Fantasy,416 pages, Hardcover,inkbloodsisterscribeemmatörzs
No Saint,Ria Wilde,20,https://www.goodreads.com/book/show/61948202-no-saint,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1665383985l/61948202._SY75_.jpg,3.77,"8,469 ",2022.0,Romance,520 pages, Kindle Edition,nosaintriawilde
The Foxglove King,Hannah F. Whitten,20,https://www.goodreads.com/book/show/61237041-the-foxglove-king,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654979956l/61237041._SY75_.jpg,3.78,"25,878 ",2023.0,Fantasy,467 pages, Hardcover,thefoxglovekinghannahfwhitten
Broken Whispers,Neva Altaj,20,https://www.goodreads.com/book/show/61047552-broken-whispers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1651922937l/61047552._SY75_.jpg,4.01,"55,957 ",2022.0,Romance,232 pages, Kindle Edition,brokenwhispersnevaaltaj
Frost  - Unabridged,C.N. Crawford,20,https://www.goodreads.com/book/show/62317663-frost-frost-and-nectar-1---unabridged,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1662469858l/62317663._SY75_.jpg,3.96,"38,038 ",2022.0,Fantasy,326 pages, Kindle Edition,frost-unabridgedcncrawford
The Fantasy League,Meg Reading,20,https://www.goodreads.com/book/show/62875762-the-fantasy-league,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1664855365l/62875762._SY75_.jpg,3.51,"14,884 ",2022.0,Sports Romance,318 pages, Kindle Edition,thefantasyleaguemegreading
A City of Flames,Rina Vasquez,20,https://www.goodreads.com/book/show/60812577-a-city-of-flames,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659191861l/60812577._SY75_.jpg,3.92,"2,446 ",2022.0,Fantasy,460 pages, Paperback,acityofflamesrinavasquez
Black Sheep,Brynne Weaver,20,https://www.goodreads.com/book/show/60791833-black-sheep,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1649673110l/60791833._SY75_.jpg,3.96,"12,297 ",2022.0,Romance,412 pages, Kindle Edition,blacksheepbrynneweaver
Ruthless Heir,Sasha Leone,20,https://www.goodreads.com/book/show/59848940-ruthless-heir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1645712341l/59848940._SY75_.jpg,3.42,"3,676 ",2022.0,Romance,494 pages, Kindle Edition,ruthlessheirsashaleone
The Payback,Julie  Weaver,20,https://www.goodreads.com/book/show/61035809-the-payback,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1651738901l/61035809._SY75_.jpg,4.02,"2,633 ",2022.0,,,,thepaybackjulieweaver
Fair Catch,Kandi Steiner,20,https://www.goodreads.com/book/show/60387145-fair-catch,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646157857l/60387145._SY75_.jpg,3.7,"23,185 ",2022.0,Sports Romance,362 pages, Paperback,faircatchkandisteiner
The Inn on Harmony Island,Anne-Marie Meyer,20,https://www.goodreads.com/book/show/59933620-the-inn-on-harmony-island,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1640477346l/59933620._SX50_.jpg,3.52,"13,115 ",2022.0,Romance,292 pages, Kindle Edition,theinnonharmonyislandanne-mariemeyer
Wrong Place Wrong Time,Gillian McAllister,20,https://www.goodreads.com/book/show/59947696-wrong-place-wrong-time,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659457434l/59947696._SY75_.jpg,3.99,"360,949 ",2022.0,Mystery,416 pages, Hardcover,wrongplacewrongtimegillianmcallister
Kindred,Octavia E. Butler,20,https://www.goodreads.com/book/show/60931.Kindred,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339423248l/60931._SY75_.jpg,4.31,"232,740 ",1979.0,Historical Fiction,288 pages, Paperback,kindredoctaviaebutler
Taken by a Sinner,Michelle Heard,20,https://www.goodreads.com/book/show/60633098-taken-by-a-sinner,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1647484774l/60633098._SX50_.jpg,3.91,"38,494 ",2022.0,Romance,405 pages, Kindle Edition,takenbyasinnermichelleheard
Heaven,Mieko Kawakami,20,https://www.goodreads.com/book/show/53223710-heaven,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615916179l/53223710._SY75_.jpg,3.8,"64,521 ",2009.0,Fiction,192 pages, Hardcover,heavenmiekokawakami
Children of Fallen Gods,Carissa Broadbent,20,https://www.goodreads.com/book/show/52617662-children-of-fallen-gods,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1592514703l/52617662._SY75_.jpg,4.17,"50,947 ",2021.0,Fantasy,636 pages, Kindle Edition,childrenoffallengodscarissabroadbent
Any Man,Amber Tamblyn,20,https://www.goodreads.com/book/show/35068781-any-man,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1521121315l/35068781._SY75_.jpg,3.85,"12,842 ",2018.0,Horror,Kindle Edition,,anymanambertamblyn
His & Hers,Alice Feeney,20,https://www.goodreads.com/book/show/45885495-his-hers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1595773166l/45885495._SY75_.jpg,4.08,"166,674 ",2020.0,Thriller,304 pages, Hardcover,his&hersalicefeeney
The Pawn and The Puppet,Brandi Elise Szeker,20,https://www.goodreads.com/book/show/60093647-the-pawn-and-the-puppet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644333484l/60093647._SX50_.jpg,3.88,"8,728 ",2022.0,Romance,344 pages, Hardcover,thepawnandthepuppetbrandieliseszeker
Tools of Engagement,Tessa Bailey,20,https://www.goodreads.com/book/show/49203369-tools-of-engagement,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585163798l/49203369._SY75_.jpg,3.74,"71,116 ",2020.0,Romance,368 pages, Paperback,toolsofengagementtessabailey
How to Kill Your Family,Bella Mackie,20,https://www.goodreads.com/book/show/50224049-how-to-kill-your-family,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617719574l/50224049._SX50_.jpg,3.53,"144,545 ",2021.0,Fiction,355 pages, Hardcover,howtokillyourfamilybellamackie
Empire of Desire,Rina Kent,20,https://www.goodreads.com/book/show/124928087-empire-of-desire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1680223315l/124928087._SY75_.jpg,3.74,"29,560 ",2021.0,Romance,368 pages, Kindle Edition,empireofdesirerinakent
